date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2020-12-04,overview,K02000001,United Kingdom,16298,
2020-12-03,overview,K02000001,United Kingdom,14879,1405.0
2020-12-02,overview,K02000001,United Kingdom,16170,11484.0
2020-12-01,overview,K02000001,United Kingdom,13430,15240.0
2020-11-30,overview,K02000001,United Kingdom,12330,17629.0
2020-11-29,overview,K02000001,United Kingdom,12155,10642.0
2020-11-28,overview,K02000001,United Kingdom,15871,10935.0
2020-11-27,overview,K02000001,United Kingdom,16022,14206.0
2020-11-26,overview,K02000001,United Kingdom,17555,14516.0
2020-11-25,overview,K02000001,United Kingdom,18213,16565.0
2020-11-24,overview,K02000001,United Kingdom,11299,16456.0
2020-11-23,overview,K02000001,United Kingdom,15450,18742.0
2020-11-22,overview,K02000001,United Kingdom,18662,11744.0
2020-11-21,overview,K02000001,United Kingdom,19875,12349.0
2020-11-20,overview,K02000001,United Kingdom,20252,16857.0
2020-11-19,overview,K02000001,United Kingdom,22915,17757.0
2020-11-18,overview,K02000001,United Kingdom,19609,20753.0
2020-11-17,overview,K02000001,United Kingdom,20051,23167.0
2020-11-16,overview,K02000001,United Kingdom,21363,26553.0
2020-11-15,overview,K02000001,United Kingdom,24962,16039.0
2020-11-14,overview,K02000001,United Kingdom,26860,18006.0
2020-11-13,overview,K02000001,United Kingdom,27301,24041.0
2020-11-12,overview,K02000001,United Kingdom,33470,24407.0
2020-11-11,overview,K02000001,United Kingdom,22950,27349.0
2020-11-10,overview,K02000001,United Kingdom,20412,27394.0
2020-11-09,overview,K02000001,United Kingdom,21350,31039.0
2020-11-08,overview,K02000001,United Kingdom,20572,19948.0
2020-11-07,overview,K02000001,United Kingdom,24957,18505.0
2020-11-06,overview,K02000001,United Kingdom,23287,23309.0
2020-11-05,overview,K02000001,United Kingdom,24141,23749.0
2020-11-04,overview,K02000001,United Kingdom,25177,23682.0
2020-11-03,overview,K02000001,United Kingdom,20018,25564.0
2020-11-02,overview,K02000001,United Kingdom,18950,31513.0
2020-11-01,overview,K02000001,United Kingdom,23254,15754.0
2020-10-31,overview,K02000001,United Kingdom,21915,16497.0
2020-10-30,overview,K02000001,United Kingdom,24405,22681.0
2020-10-29,overview,K02000001,United Kingdom,23065,23331.0
2020-10-28,overview,K02000001,United Kingdom,24701,23617.0
2020-10-27,overview,K02000001,United Kingdom,22885,24103.0
2020-10-26,overview,K02000001,United Kingdom,20890,26539.0
2020-10-25,overview,K02000001,United Kingdom,19790,15726.0
2020-10-24,overview,K02000001,United Kingdom,23012,16242.0
2020-10-23,overview,K02000001,United Kingdom,20530,21476.0
2020-10-22,overview,K02000001,United Kingdom,21242,23255.0
2020-10-21,overview,K02000001,United Kingdom,26688,25445.0
2020-10-20,overview,K02000001,United Kingdom,21331,25315.0
2020-10-19,overview,K02000001,United Kingdom,18804,25595.0
2020-10-18,overview,K02000001,United Kingdom,16982,14180.0
2020-10-17,overview,K02000001,United Kingdom,16171,14763.0
2020-10-16,overview,K02000001,United Kingdom,15650,17710.0
2020-10-15,overview,K02000001,United Kingdom,18980,18428.0
2020-10-14,overview,K02000001,United Kingdom,19724,19695.0
2020-10-13,overview,K02000001,United Kingdom,17234,18890.0
2020-10-12,overview,K02000001,United Kingdom,13972,19444.0
2020-10-11,overview,K02000001,United Kingdom,12872,12063.0
2020-10-10,overview,K02000001,United Kingdom,15166,12510.0
2020-10-09,overview,K02000001,United Kingdom,13864,15722.0
2020-10-08,overview,K02000001,United Kingdom,17540,18241.0
2020-10-07,overview,K02000001,United Kingdom,14162,18323.0
2020-10-06,overview,K02000001,United Kingdom,14542,17072.0
2020-10-05,overview,K02000001,United Kingdom,12594,16561.0
2020-10-04,overview,K02000001,United Kingdom,22961,11803.0
2020-10-03,overview,K02000001,United Kingdom,12872,11561.0
2020-10-02,overview,K02000001,United Kingdom,6968,13688.0
2020-10-01,overview,K02000001,United Kingdom,6914,13190.0
2020-09-30,overview,K02000001,United Kingdom,7108,12556.0
2020-09-29,overview,K02000001,United Kingdom,7143,10249.0
2020-09-28,overview,K02000001,United Kingdom,4044,9933.0
2020-09-27,overview,K02000001,United Kingdom,5693,6977.0
2020-09-26,overview,K02000001,United Kingdom,6042,6759.0
2020-09-25,overview,K02000001,United Kingdom,6874,7252.0
2020-09-24,overview,K02000001,United Kingdom,6634,7611.0
2020-09-23,overview,K02000001,United Kingdom,6178,7057.0
2020-09-22,overview,K02000001,United Kingdom,4926,6415.0
2020-09-21,overview,K02000001,United Kingdom,4368,5599.0
2020-09-20,overview,K02000001,United Kingdom,3899,5323.0
2020-09-19,overview,K02000001,United Kingdom,4422,4859.0
2020-09-18,overview,K02000001,United Kingdom,4322,4962.0
2020-09-17,overview,K02000001,United Kingdom,3395,4636.0
2020-09-16,overview,K02000001,United Kingdom,3991,4370.0
2020-09-15,overview,K02000001,United Kingdom,3105,3552.0
2020-09-14,overview,K02000001,United Kingdom,2621,3396.0
2020-09-13,overview,K02000001,United Kingdom,3330,2143.0
2020-09-12,overview,K02000001,United Kingdom,3497,2669.0
2020-09-11,overview,K02000001,United Kingdom,3539,3297.0
2020-09-10,overview,K02000001,United Kingdom,2919,3595.0
2020-09-09,overview,K02000001,United Kingdom,2659,3332.0
2020-09-08,overview,K02000001,United Kingdom,2460,3302.0
2020-09-07,overview,K02000001,United Kingdom,2948,3863.0
2020-09-06,overview,K02000001,United Kingdom,2988,2449.0
2020-09-05,overview,K02000001,United Kingdom,1813,2544.0
2020-09-04,overview,K02000001,United Kingdom,1940,3040.0
2020-09-03,overview,K02000001,United Kingdom,1735,3100.0
2020-09-02,overview,K02000001,United Kingdom,1508,2996.0
2020-09-01,overview,K02000001,United Kingdom,1295,2251.0
2020-08-31,overview,K02000001,United Kingdom,1406,1502.0
2020-08-30,overview,K02000001,United Kingdom,1715,1162.0
2020-08-29,overview,K02000001,United Kingdom,1108,1227.0
2020-08-28,overview,K02000001,United Kingdom,1276,1631.0
2020-08-27,overview,K02000001,United Kingdom,1522,1563.0
2020-08-26,overview,K02000001,United Kingdom,1048,1353.0
2020-08-25,overview,K02000001,United Kingdom,1184,1248.0
2020-08-24,overview,K02000001,United Kingdom,853,1221.0
2020-08-23,overview,K02000001,United Kingdom,1160,825.0
2020-08-22,overview,K02000001,United Kingdom,1288,827.0
2020-08-21,overview,K02000001,United Kingdom,1033,1195.0
2020-08-20,overview,K02000001,United Kingdom,1182,1464.0
2020-08-19,overview,K02000001,United Kingdom,812,1243.0
