areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-11-29,42583.0,
K02000001,United Kingdom,overview,2021-11-28,37681.0,13188.0
K02000001,United Kingdom,overview,2021-11-27,39567.0,28375.0
K02000001,United Kingdom,overview,2021-11-26,50091.0,36852.0
K02000001,United Kingdom,overview,2021-11-25,47240.0,41888.0
K02000001,United Kingdom,overview,2021-11-24,43676.0,45556.0
K02000001,United Kingdom,overview,2021-11-23,42484.0,47069.0
K02000001,United Kingdom,overview,2021-11-22,44917.0,49642.0
K02000001,United Kingdom,overview,2021-11-21,40004.0,36426.0
K02000001,United Kingdom,overview,2021-11-20,40941.0,34601.0
K02000001,United Kingdom,overview,2021-11-19,44242.0,38867.0
K02000001,United Kingdom,overview,2021-11-18,46807.0,43196.0
K02000001,United Kingdom,overview,2021-11-17,38263.0,44988.0
K02000001,United Kingdom,overview,2021-11-16,37243.0,45376.0
K02000001,United Kingdom,overview,2021-11-15,39705.0,49974.0
K02000001,United Kingdom,overview,2021-11-14,36517.0,34793.0
K02000001,United Kingdom,overview,2021-11-13,38351.0,32318.0
K02000001,United Kingdom,overview,2021-11-12,40375.0,36985.0
K02000001,United Kingdom,overview,2021-11-11,42408.0,40230.0
K02000001,United Kingdom,overview,2021-11-10,39329.0,42086.0
K02000001,United Kingdom,overview,2021-11-09,33117.0,41440.0
K02000001,United Kingdom,overview,2021-11-08,32322.0,43285.0
K02000001,United Kingdom,overview,2021-11-07,30305.0,29982.0
K02000001,United Kingdom,overview,2021-11-06,30693.0,26928.0
K02000001,United Kingdom,overview,2021-11-05,34029.0,29723.0
K02000001,United Kingdom,overview,2021-11-04,37269.0,32339.0
K02000001,United Kingdom,overview,2021-11-03,41299.0,35021.0
K02000001,United Kingdom,overview,2021-11-02,33865.0,37114.0
K02000001,United Kingdom,overview,2021-11-01,40077.0,44182.0
K02000001,United Kingdom,overview,2021-10-31,38009.0,34129.0
K02000001,United Kingdom,overview,2021-10-30,41278.0,33019.0
K02000001,United Kingdom,overview,2021-10-29,43467.0,39536.0
K02000001,United Kingdom,overview,2021-10-28,39842.0,40651.0
K02000001,United Kingdom,overview,2021-10-27,43941.0,42276.0
K02000001,United Kingdom,overview,2021-10-26,40954.0,41413.0
K02000001,United Kingdom,overview,2021-10-25,36567.0,46637.0
