areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-06-02,4330.0,
K02000001,United Kingdom,overview,2021-06-01,3165.0,1887.0
K02000001,United Kingdom,overview,2021-05-31,3383.0,3465.0
K02000001,United Kingdom,overview,2021-05-30,3240.0,2977.0
K02000001,United Kingdom,overview,2021-05-29,3398.0,2847.0
K02000001,United Kingdom,overview,2021-05-28,4182.0,3448.0
K02000001,United Kingdom,overview,2021-05-27,3542.0,3607.0
K02000001,United Kingdom,overview,2021-05-26,3180.0,3777.0
K02000001,United Kingdom,overview,2021-05-25,2493.0,3268.0
K02000001,United Kingdom,overview,2021-05-24,2439.0,3215.0
K02000001,United Kingdom,overview,2021-05-23,2235.0,2228.0
K02000001,United Kingdom,overview,2021-05-22,2694.0,1931.0
K02000001,United Kingdom,overview,2021-05-21,2829.0,2286.0
K02000001,United Kingdom,overview,2021-05-20,2874.0,2433.0
K02000001,United Kingdom,overview,2021-05-19,2696.0,2711.0
K02000001,United Kingdom,overview,2021-05-18,2412.0,2701.0
K02000001,United Kingdom,overview,2021-05-17,1979.0,2758.0
K02000001,United Kingdom,overview,2021-05-16,1926.0,1853.0
K02000001,United Kingdom,overview,2021-05-15,2027.0,1578.0
K02000001,United Kingdom,overview,2021-05-14,2193.0,1846.0
K02000001,United Kingdom,overview,2021-05-13,2657.0,2089.0
K02000001,United Kingdom,overview,2021-05-12,2284.0,2227.0
K02000001,United Kingdom,overview,2021-05-11,2474.0,2196.0
K02000001,United Kingdom,overview,2021-05-10,2357.0,2645.0
K02000001,United Kingdom,overview,2021-05-09,1770.0,2167.0
K02000001,United Kingdom,overview,2021-05-08,2047.0,1511.0
K02000001,United Kingdom,overview,2021-05-07,2490.0,1862.0
K02000001,United Kingdom,overview,2021-05-06,2613.0,2154.0
K02000001,United Kingdom,overview,2021-05-05,2144.0,2389.0
K02000001,United Kingdom,overview,2021-05-04,1946.0,2399.0
K02000001,United Kingdom,overview,2021-05-03,1649.0,1971.0
K02000001,United Kingdom,overview,2021-05-02,1671.0,1420.0
K02000001,United Kingdom,overview,2021-05-01,1907.0,1351.0
K02000001,United Kingdom,overview,2021-04-30,2381.0,1699.0
K02000001,United Kingdom,overview,2021-04-29,2445.0,2084.0
K02000001,United Kingdom,overview,2021-04-28,2166.0,2362.0
K02000001,United Kingdom,overview,2021-04-27,2685.0,2059.0
K02000001,United Kingdom,overview,2021-04-26,2064.0,2436.0
K02000001,United Kingdom,overview,2021-04-25,1712.0,1993.0
K02000001,United Kingdom,overview,2021-04-24,2061.0,1463.0
K02000001,United Kingdom,overview,2021-04-23,2678.0,1888.0
K02000001,United Kingdom,overview,2021-04-22,2729.0,2244.0
