date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2021-01-13,overview,K02000001,United Kingdom,47525,
2021-01-12,overview,K02000001,United Kingdom,45533,5477.0
2021-01-11,overview,K02000001,United Kingdom,46169,37484.0
2021-01-10,overview,K02000001,United Kingdom,54940,32677.0
2021-01-09,overview,K02000001,United Kingdom,59937,36917.0
2021-01-08,overview,K02000001,United Kingdom,68053,46230.0
2021-01-07,overview,K02000001,United Kingdom,52618,51372.0
2021-01-06,overview,K02000001,United Kingdom,62322,56988.0
2021-01-05,overview,K02000001,United Kingdom,60916,64638.0
2021-01-04,overview,K02000001,United Kingdom,58784,75941.0
2021-01-03,overview,K02000001,United Kingdom,54990,55120.0
2021-01-02,overview,K02000001,United Kingdom,57725,60347.0
2021-01-01,overview,K02000001,United Kingdom,53285,31806.0
2020-12-31,overview,K02000001,United Kingdom,55892,52752.0
2020-12-30,overview,K02000001,United Kingdom,50023,70701.0
2020-12-29,overview,K02000001,United Kingdom,53135,81453.0
2020-12-28,overview,K02000001,United Kingdom,41385,45532.0
2020-12-27,overview,K02000001,United Kingdom,30501,47708.0
2020-12-26,overview,K02000001,United Kingdom,35691,40342.0
2020-12-25,overview,K02000001,United Kingdom,32725,14170.0
2020-12-24,overview,K02000001,United Kingdom,39877,31827.0
2020-12-23,overview,K02000001,United Kingdom,39237,42261.0
2020-12-22,overview,K02000001,United Kingdom,36804,45657.0
2020-12-21,overview,K02000001,United Kingdom,33364,47379.0
2020-12-20,overview,K02000001,United Kingdom,35928,32456.0
2020-12-19,overview,K02000001,United Kingdom,27052,25147.0
2020-12-18,overview,K02000001,United Kingdom,28507,35848.0
2020-12-17,overview,K02000001,United Kingdom,35383,33879.0
2020-12-16,overview,K02000001,United Kingdom,25161,34864.0
2020-12-15,overview,K02000001,United Kingdom,18450,33855.0
2020-12-14,overview,K02000001,United Kingdom,20263,34704.0
2020-12-13,overview,K02000001,United Kingdom,18447,21992.0
2020-12-12,overview,K02000001,United Kingdom,21502,19366.0
2020-12-11,overview,K02000001,United Kingdom,21672,24090.0
2020-12-10,overview,K02000001,United Kingdom,20964,22631.0
2020-12-09,overview,K02000001,United Kingdom,16578,21648.0
2020-12-08,overview,K02000001,United Kingdom,12282,20800.0
2020-12-07,overview,K02000001,United Kingdom,14718,21350.0
2020-12-06,overview,K02000001,United Kingdom,17272,13602.0
2020-12-05,overview,K02000001,United Kingdom,15539,12777.0
