date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2021-04-09,overview,K02000001,United Kingdom,3150,
2021-04-08,overview,K02000001,United Kingdom,3030,
2021-04-07,overview,K02000001,United Kingdom,2763,2538.0
2021-04-06,overview,K02000001,United Kingdom,2379,2918.0
2021-04-05,overview,K02000001,United Kingdom,2762,2526.0
2021-04-04,overview,K02000001,United Kingdom,2297,2207.0
2021-04-03,overview,K02000001,United Kingdom,3423,2318.0
2021-04-02,overview,K02000001,United Kingdom,3402,2566.0
2021-04-01,overview,K02000001,United Kingdom,4479,3452.0
2021-03-31,overview,K02000001,United Kingdom,4052,3738.0
2021-03-30,overview,K02000001,United Kingdom,4040,3581.0
2021-03-29,overview,K02000001,United Kingdom,4654,3996.0
2021-03-28,overview,K02000001,United Kingdom,3862,4794.0
2021-03-27,overview,K02000001,United Kingdom,4715,3559.0
2021-03-26,overview,K02000001,United Kingdom,6187,4395.0
2021-03-25,overview,K02000001,United Kingdom,6397,5386.0
2021-03-24,overview,K02000001,United Kingdom,5605,5999.0
2021-03-23,overview,K02000001,United Kingdom,5379,5239.0
2021-03-22,overview,K02000001,United Kingdom,5342,6170.0
2021-03-21,overview,K02000001,United Kingdom,5312,5219.0
2021-03-20,overview,K02000001,United Kingdom,5587,4086.0
2021-03-19,overview,K02000001,United Kingdom,4802,4980.0
2021-03-18,overview,K02000001,United Kingdom,6303,5457.0
2021-03-17,overview,K02000001,United Kingdom,5758,5766.0
2021-03-16,overview,K02000001,United Kingdom,5294,5661.0
2021-03-15,overview,K02000001,United Kingdom,5089,6485.0
2021-03-14,overview,K02000001,United Kingdom,4618,4284.0
2021-03-13,overview,K02000001,United Kingdom,5534,4243.0
2021-03-12,overview,K02000001,United Kingdom,6609,5580.0
2021-03-11,overview,K02000001,United Kingdom,6753,5759.0
2021-03-10,overview,K02000001,United Kingdom,5926,6013.0
2021-03-09,overview,K02000001,United Kingdom,5766,6215.0
