areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-07-30,29622.0,
K02000001,United Kingdom,overview,2021-07-29,31117.0,6911.0
K02000001,United Kingdom,overview,2021-07-28,27734.0,26815.0
K02000001,United Kingdom,overview,2021-07-27,23511.0,28285.0
K02000001,United Kingdom,overview,2021-07-26,24950.0,29159.0
K02000001,United Kingdom,overview,2021-07-25,29173.0,21676.0
K02000001,United Kingdom,overview,2021-07-24,31795.0,22380.0
K02000001,United Kingdom,overview,2021-07-23,36389.0,27169.0
K02000001,United Kingdom,overview,2021-07-22,39906.0,30615.0
K02000001,United Kingdom,overview,2021-07-21,44104.0,34801.0
K02000001,United Kingdom,overview,2021-07-20,46558.0,39013.0
K02000001,United Kingdom,overview,2021-07-19,39950.0,46822.0
K02000001,United Kingdom,overview,2021-07-18,48161.0,35439.0
K02000001,United Kingdom,overview,2021-07-17,54674.0,37790.0
K02000001,United Kingdom,overview,2021-07-16,51870.0,54163.0
K02000001,United Kingdom,overview,2021-07-15,48553.0,60665.0
K02000001,United Kingdom,overview,2021-07-14,42302.0,53753.0
K02000001,United Kingdom,overview,2021-07-13,36660.0,46692.0
K02000001,United Kingdom,overview,2021-07-12,34471.0,43603.0
K02000001,United Kingdom,overview,2021-07-11,31772.0,29991.0
K02000001,United Kingdom,overview,2021-07-10,32367.0,27841.0
K02000001,United Kingdom,overview,2021-07-09,35707.0,32192.0
K02000001,United Kingdom,overview,2021-07-08,32551.0,33328.0
K02000001,United Kingdom,overview,2021-07-07,32548.0,37798.0
K02000001,United Kingdom,overview,2021-07-06,28773.0,35339.0
K02000001,United Kingdom,overview,2021-07-05,27334.0,34157.0
K02000001,United Kingdom,overview,2021-07-04,24248.0,24646.0
K02000001,United Kingdom,overview,2021-07-03,24885.0,23513.0
K02000001,United Kingdom,overview,2021-07-02,27125.0,25755.0
K02000001,United Kingdom,overview,2021-07-01,27989.0,28102.0
K02000001,United Kingdom,overview,2021-06-30,26068.0,28316.0
K02000001,United Kingdom,overview,2021-06-29,20479.0,27588.0
K02000001,United Kingdom,overview,2021-06-28,22868.0,27737.0
K02000001,United Kingdom,overview,2021-06-27,14876.0,18123.0
K02000001,United Kingdom,overview,2021-06-26,18270.0,15960.0
K02000001,United Kingdom,overview,2021-06-25,15810.0,17766.0
K02000001,United Kingdom,overview,2021-06-24,16703.0,18297.0
K02000001,United Kingdom,overview,2021-06-23,16135.0,17904.0
K02000001,United Kingdom,overview,2021-06-22,11625.0,17002.0
