date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2021-03-04,overview,K02000001,United Kingdom,6573,
2021-03-03,overview,K02000001,United Kingdom,6385,1415.0
2021-03-02,overview,K02000001,United Kingdom,6391,5634.0
2021-03-01,overview,K02000001,United Kingdom,5455,6697.0
2021-02-28,overview,K02000001,United Kingdom,6035,4679.0
2021-02-27,overview,K02000001,United Kingdom,7434,4794.0
2021-02-26,overview,K02000001,United Kingdom,8523,6580.0
2021-02-25,overview,K02000001,United Kingdom,9985,7756.0
2021-02-24,overview,K02000001,United Kingdom,9938,8549.0
2021-02-23,overview,K02000001,United Kingdom,8489,9442.0
2021-02-22,overview,K02000001,United Kingdom,10641,11332.0
2021-02-21,overview,K02000001,United Kingdom,9834,7902.0
2021-02-20,overview,K02000001,United Kingdom,10406,8086.0
2021-02-19,overview,K02000001,United Kingdom,12027,10426.0
2021-02-18,overview,K02000001,United Kingdom,12057,11434.0
2021-02-17,overview,K02000001,United Kingdom,12718,11595.0
2021-02-16,overview,K02000001,United Kingdom,10625,12521.0
2021-02-15,overview,K02000001,United Kingdom,9765,14313.0
2021-02-14,overview,K02000001,United Kingdom,10972,8795.0
2021-02-13,overview,K02000001,United Kingdom,13308,8790.0
2021-02-12,overview,K02000001,United Kingdom,15144,12189.0
2021-02-11,overview,K02000001,United Kingdom,13494,12811.0
2021-02-10,overview,K02000001,United Kingdom,13013,13534.0
2021-02-09,overview,K02000001,United Kingdom,12364,13856.0
2021-02-08,overview,K02000001,United Kingdom,14104,15796.0
2021-02-07,overview,K02000001,United Kingdom,15845,11420.0
2021-02-06,overview,K02000001,United Kingdom,18262,11979.0
2021-02-05,overview,K02000001,United Kingdom,19114,15912.0
2021-02-04,overview,K02000001,United Kingdom,20634,18033.0
2021-02-03,overview,K02000001,United Kingdom,19202,19463.0
2021-02-02,overview,K02000001,United Kingdom,16840,19828.0
2021-02-01,overview,K02000001,United Kingdom,18607,22424.0
2021-01-31,overview,K02000001,United Kingdom,21088,15439.0
2021-01-30,overview,K02000001,United Kingdom,23275,16685.0
2021-01-29,overview,K02000001,United Kingdom,29079,21824.0
2021-01-28,overview,K02000001,United Kingdom,28680,24113.0
2021-01-27,overview,K02000001,United Kingdom,25308,25748.0
2021-01-26,overview,K02000001,United Kingdom,20089,27040.0
2021-01-25,overview,K02000001,United Kingdom,22195,29996.0
2021-01-24,overview,K02000001,United Kingdom,30004,17198.0
2021-01-23,overview,K02000001,United Kingdom,33552,21860.0
2021-01-22,overview,K02000001,United Kingdom,40261,29612.0
2021-01-21,overview,K02000001,United Kingdom,37892,31715.0
2021-01-20,overview,K02000001,United Kingdom,38905,35166.0
2021-01-19,overview,K02000001,United Kingdom,33355,39545.0
2021-01-18,overview,K02000001,United Kingdom,37535,44851.0
2021-01-17,overview,K02000001,United Kingdom,38598,28879.0
2021-01-16,overview,K02000001,United Kingdom,41346,30556.0
2021-01-15,overview,K02000001,United Kingdom,55761,40446.0
2021-01-14,overview,K02000001,United Kingdom,48682,42438.0
2021-01-13,overview,K02000001,United Kingdom,47525,45448.0
