areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-05-15,2027.0,
K02000001,United Kingdom,overview,2021-05-14,2193.0,
K02000001,United Kingdom,overview,2021-05-13,2657.0,1953.0
K02000001,United Kingdom,overview,2021-05-12,2284.0,2220.0
K02000001,United Kingdom,overview,2021-05-11,2474.0,2315.0
K02000001,United Kingdom,overview,2021-05-10,2357.0,2862.0
K02000001,United Kingdom,overview,2021-05-09,1770.0,2349.0
K02000001,United Kingdom,overview,2021-05-08,2047.0,1575.0
K02000001,United Kingdom,overview,2021-05-07,2490.0,1947.0
K02000001,United Kingdom,overview,2021-05-06,2613.0,2310.0
K02000001,United Kingdom,overview,2021-05-05,2144.0,2531.0
K02000001,United Kingdom,overview,2021-05-04,1946.0,2605.0
K02000001,United Kingdom,overview,2021-05-03,1649.0,2167.0
K02000001,United Kingdom,overview,2021-05-02,1671.0,1523.0
K02000001,United Kingdom,overview,2021-05-01,1907.0,1413.0
K02000001,United Kingdom,overview,2021-04-30,2381.0,1760.0
K02000001,United Kingdom,overview,2021-04-29,2445.0,2211.0
K02000001,United Kingdom,overview,2021-04-28,2166.0,2524.0
K02000001,United Kingdom,overview,2021-04-27,2685.0,2189.0
K02000001,United Kingdom,overview,2021-04-26,2064.0,2684.0
K02000001,United Kingdom,overview,2021-04-25,1712.0,2150.0
K02000001,United Kingdom,overview,2021-04-24,2061.0,1524.0
K02000001,United Kingdom,overview,2021-04-23,2678.0,1983.0
K02000001,United Kingdom,overview,2021-04-22,2729.0,2379.0
K02000001,United Kingdom,overview,2021-04-21,2396.0,2693.0
K02000001,United Kingdom,overview,2021-04-20,2524.0,2469.0
K02000001,United Kingdom,overview,2021-04-19,2963.0,2847.0
K02000001,United Kingdom,overview,2021-04-18,1882.0,2622.0
K02000001,United Kingdom,overview,2021-04-17,2206.0,1691.0
K02000001,United Kingdom,overview,2021-04-16,2596.0,2278.0
K02000001,United Kingdom,overview,2021-04-15,2672.0,2317.0
K02000001,United Kingdom,overview,2021-04-14,2491.0,2492.0
K02000001,United Kingdom,overview,2021-04-13,2472.0,2446.0
K02000001,United Kingdom,overview,2021-04-12,3568.0,2881.0
K02000001,United Kingdom,overview,2021-04-11,1730.0,2369.0
K02000001,United Kingdom,overview,2021-04-10,2589.0,2308.0
K02000001,United Kingdom,overview,2021-04-09,3150.0,2852.0
K02000001,United Kingdom,overview,2021-04-08,3030.0,3053.0
K02000001,United Kingdom,overview,2021-04-07,2763.0,3129.0
K02000001,United Kingdom,overview,2021-04-06,2379.0,3145.0
K02000001,United Kingdom,overview,2021-04-05,2762.0,2627.0
K02000001,United Kingdom,overview,2021-04-04,2297.0,2298.0
K02000001,United Kingdom,overview,2021-04-03,3423.0,2402.0
K02000001,United Kingdom,overview,2021-04-02,3402.0,2623.0
K02000001,United Kingdom,overview,2021-04-01,4479.0,3473.0
K02000001,United Kingdom,overview,2021-03-31,4052.0,3759.0
K02000001,United Kingdom,overview,2021-03-30,4040.0,3593.0
K02000001,United Kingdom,overview,2021-03-29,4654.0,3979.0
K02000001,United Kingdom,overview,2021-03-28,3862.0,4645.0
K02000001,United Kingdom,overview,2021-03-27,4715.0,3535.0
K02000001,United Kingdom,overview,2021-03-26,6187.0,4386.0
K02000001,United Kingdom,overview,2021-03-25,6397.0,5393.0
K02000001,United Kingdom,overview,2021-03-24,5605.0,6005.0
K02000001,United Kingdom,overview,2021-03-23,5379.0,5254.0
K02000001,United Kingdom,overview,2021-03-22,5342.0,6195.0
K02000001,United Kingdom,overview,2021-03-21,5312.0,5234.0
K02000001,United Kingdom,overview,2021-03-20,5587.0,4095.0
K02000001,United Kingdom,overview,2021-03-19,4802.0,4991.0
K02000001,United Kingdom,overview,2021-03-18,6303.0,5474.0
K02000001,United Kingdom,overview,2021-03-17,5758.0,5775.0
K02000001,United Kingdom,overview,2021-03-16,5294.0,5673.0
K02000001,United Kingdom,overview,2021-03-15,5089.0,6505.0
K02000001,United Kingdom,overview,2021-03-14,4618.0,4299.0
K02000001,United Kingdom,overview,2021-03-13,5534.0,4239.0
K02000001,United Kingdom,overview,2021-03-12,6609.0,5582.0
K02000001,United Kingdom,overview,2021-03-11,6753.0,5768.0
K02000001,United Kingdom,overview,2021-03-10,5926.0,6030.0
K02000001,United Kingdom,overview,2021-03-09,5766.0,6220.0
K02000001,United Kingdom,overview,2021-03-08,4712.0,6643.0
K02000001,United Kingdom,overview,2021-03-07,5177.0,4272.0
K02000001,United Kingdom,overview,2021-03-06,6040.0,4490.0
K02000001,United Kingdom,overview,2021-03-05,5947.0,5299.0
K02000001,United Kingdom,overview,2021-03-04,6573.0,5717.0
K02000001,United Kingdom,overview,2021-03-03,6385.0,5965.0
K02000001,United Kingdom,overview,2021-03-02,6391.0,6649.0
K02000001,United Kingdom,overview,2021-03-01,5455.0,6876.0
K02000001,United Kingdom,overview,2021-02-28,6035.0,4709.0
K02000001,United Kingdom,overview,2021-02-27,7434.0,4814.0
K02000001,United Kingdom,overview,2021-02-26,8523.0,6567.0
K02000001,United Kingdom,overview,2021-02-25,9985.0,7713.0
K02000001,United Kingdom,overview,2021-02-24,9938.0,8534.0
K02000001,United Kingdom,overview,2021-02-23,8489.0,9382.0
K02000001,United Kingdom,overview,2021-02-22,10641.0,11239.0
K02000001,United Kingdom,overview,2021-02-21,9834.0,7868.0
K02000001,United Kingdom,overview,2021-02-20,10406.0,8048.0
K02000001,United Kingdom,overview,2021-02-19,12027.0,10380.0
K02000001,United Kingdom,overview,2021-02-18,12057.0,11402.0
K02000001,United Kingdom,overview,2021-02-17,12718.0,11562.0
K02000001,United Kingdom,overview,2021-02-16,10625.0,12476.0
K02000001,United Kingdom,overview,2021-02-15,9765.0,14260.0
K02000001,United Kingdom,overview,2021-02-14,10972.0,8753.0
K02000001,United Kingdom,overview,2021-02-13,13308.0,8754.0
K02000001,United Kingdom,overview,2021-02-12,15144.0,12151.0
K02000001,United Kingdom,overview,2021-02-11,13494.0,12739.0
K02000001,United Kingdom,overview,2021-02-10,13013.0,13481.0
K02000001,United Kingdom,overview,2021-02-09,12364.0,13793.0
K02000001,United Kingdom,overview,2021-02-08,14104.0,15696.0
K02000001,United Kingdom,overview,2021-02-07,15845.0,11355.0
K02000001,United Kingdom,overview,2021-02-06,18262.0,11967.0
K02000001,United Kingdom,overview,2021-02-05,19114.0,15841.0
K02000001,United Kingdom,overview,2021-02-04,20634.0,17953.0
K02000001,United Kingdom,overview,2021-02-03,19202.0,19395.0
K02000001,United Kingdom,overview,2021-02-02,16840.0,19752.0
K02000001,United Kingdom,overview,2021-02-01,18607.0,22342.0
K02000001,United Kingdom,overview,2021-01-31,21088.0,15371.0
K02000001,United Kingdom,overview,2021-01-30,23275.0,16669.0
K02000001,United Kingdom,overview,2021-01-29,29079.0,21771.0
K02000001,United Kingdom,overview,2021-01-28,28680.0,24139.0
K02000001,United Kingdom,overview,2021-01-27,25308.0,25672.0
K02000001,United Kingdom,overview,2021-01-26,20089.0,26967.0
K02000001,United Kingdom,overview,2021-01-25,22195.0,29899.0
K02000001,United Kingdom,overview,2021-01-24,30004.0,17159.0
K02000001,United Kingdom,overview,2021-01-23,33552.0,21823.0
K02000001,United Kingdom,overview,2021-01-22,40261.0,29527.0
K02000001,United Kingdom,overview,2021-01-21,37892.0,31662.0
K02000001,United Kingdom,overview,2021-01-20,38905.0,35088.0
K02000001,United Kingdom,overview,2021-01-19,33355.0,39464.0
K02000001,United Kingdom,overview,2021-01-18,37535.0,44762.0
K02000001,United Kingdom,overview,2021-01-17,38598.0,28844.0
K02000001,United Kingdom,overview,2021-01-16,41346.0,30524.0
K02000001,United Kingdom,overview,2021-01-15,55761.0,40400.0
K02000001,United Kingdom,overview,2021-01-14,48682.0,42367.0
K02000001,United Kingdom,overview,2021-01-13,47525.0,45381.0
K02000001,United Kingdom,overview,2021-01-12,45533.0,49376.0
K02000001,United Kingdom,overview,2021-01-11,46169.0,57095.0
K02000001,United Kingdom,overview,2021-01-10,54940.0,36340.0
K02000001,United Kingdom,overview,2021-01-09,59937.0,39082.0
K02000001,United Kingdom,overview,2021-01-08,68053.0,47005.0
K02000001,United Kingdom,overview,2021-01-07,52618.0,51933.0
K02000001,United Kingdom,overview,2021-01-06,62322.0,57383.0
K02000001,United Kingdom,overview,2021-01-05,60916.0,65098.0
K02000001,United Kingdom,overview,2021-01-04,58784.0,76150.0
K02000001,United Kingdom,overview,2021-01-03,54990.0,55169.0
K02000001,United Kingdom,overview,2021-01-02,57725.0,60388.0
K02000001,United Kingdom,overview,2021-01-01,53285.0,31846.0
K02000001,United Kingdom,overview,2020-12-31,55892.0,52801.0
K02000001,United Kingdom,overview,2020-12-30,50023.0,70796.0
K02000001,United Kingdom,overview,2020-12-29,53135.0,81523.0
K02000001,United Kingdom,overview,2020-12-28,41385.0,45605.0
K02000001,United Kingdom,overview,2020-12-27,30501.0,47729.0
K02000001,United Kingdom,overview,2020-12-26,35691.0,40369.0
K02000001,United Kingdom,overview,2020-12-25,32725.0,14179.0
K02000001,United Kingdom,overview,2020-12-24,39877.0,31814.0
K02000001,United Kingdom,overview,2020-12-23,39237.0,42192.0
K02000001,United Kingdom,overview,2020-12-22,36804.0,45659.0
K02000001,United Kingdom,overview,2020-12-21,33364.0,47381.0
K02000001,United Kingdom,overview,2020-12-20,35928.0,32457.0
K02000001,United Kingdom,overview,2020-12-19,27052.0,25149.0
K02000001,United Kingdom,overview,2020-12-18,28507.0,35836.0
K02000001,United Kingdom,overview,2020-12-17,35383.0,33885.0
K02000001,United Kingdom,overview,2020-12-16,25161.0,34933.0
K02000001,United Kingdom,overview,2020-12-15,18450.0,33847.0
K02000001,United Kingdom,overview,2020-12-14,20263.0,34729.0
K02000001,United Kingdom,overview,2020-12-13,18447.0,21980.0
K02000001,United Kingdom,overview,2020-12-12,21502.0,19369.0
K02000001,United Kingdom,overview,2020-12-11,21672.0,24088.0
K02000001,United Kingdom,overview,2020-12-10,20964.0,22615.0
K02000001,United Kingdom,overview,2020-12-09,16578.0,21614.0
K02000001,United Kingdom,overview,2020-12-08,12282.0,20784.0
K02000001,United Kingdom,overview,2020-12-07,14718.0,21331.0
K02000001,United Kingdom,overview,2020-12-06,17272.0,13579.0
K02000001,United Kingdom,overview,2020-12-05,15539.0,12742.0
K02000001,United Kingdom,overview,2020-12-04,16298.0,15657.0
K02000001,United Kingdom,overview,2020-12-03,14879.0,15642.0
K02000001,United Kingdom,overview,2020-12-02,16170.0,16474.0
K02000001,United Kingdom,overview,2020-12-01,13430.0,16458.0
K02000001,United Kingdom,overview,2020-11-30,12330.0,18011.0
K02000001,United Kingdom,overview,2020-11-29,12155.0,10686.0
K02000001,United Kingdom,overview,2020-11-28,15871.0,10967.0
K02000001,United Kingdom,overview,2020-11-27,16022.0,14375.0
K02000001,United Kingdom,overview,2020-11-26,17555.0,14587.0
K02000001,United Kingdom,overview,2020-11-25,18213.0,16622.0
K02000001,United Kingdom,overview,2020-11-24,11299.0,16451.0
K02000001,United Kingdom,overview,2020-11-23,15450.0,18780.0
K02000001,United Kingdom,overview,2020-11-22,18662.0,11740.0
K02000001,United Kingdom,overview,2020-11-21,19875.0,12360.0
K02000001,United Kingdom,overview,2020-11-20,20252.0,16848.0
K02000001,United Kingdom,overview,2020-11-19,22915.0,17758.0
K02000001,United Kingdom,overview,2020-11-18,19609.0,20762.0
K02000001,United Kingdom,overview,2020-11-17,20051.0,23167.0
K02000001,United Kingdom,overview,2020-11-16,21363.0,26578.0
K02000001,United Kingdom,overview,2020-11-15,24962.0,16036.0
K02000001,United Kingdom,overview,2020-11-14,26860.0,18006.0
K02000001,United Kingdom,overview,2020-11-13,27301.0,24040.0
K02000001,United Kingdom,overview,2020-11-12,33470.0,24471.0
K02000001,United Kingdom,overview,2020-11-11,22950.0,27359.0
K02000001,United Kingdom,overview,2020-11-10,20412.0,27412.0
K02000001,United Kingdom,overview,2020-11-09,21350.0,31047.0
K02000001,United Kingdom,overview,2020-11-08,20572.0,19960.0
K02000001,United Kingdom,overview,2020-11-07,24957.0,18530.0
K02000001,United Kingdom,overview,2020-11-06,23287.0,23329.0
K02000001,United Kingdom,overview,2020-11-05,24141.0,23749.0
K02000001,United Kingdom,overview,2020-11-04,25177.0,23683.0
K02000001,United Kingdom,overview,2020-11-03,20018.0,25592.0
K02000001,United Kingdom,overview,2020-11-02,18950.0,31502.0
K02000001,United Kingdom,overview,2020-11-01,23254.0,15755.0
K02000001,United Kingdom,overview,2020-10-31,21915.0,16484.0
K02000001,United Kingdom,overview,2020-10-30,24405.0,22682.0
K02000001,United Kingdom,overview,2020-10-29,23065.0,23359.0
K02000001,United Kingdom,overview,2020-10-28,24701.0,23609.0
K02000001,United Kingdom,overview,2020-10-27,22885.0,24101.0
K02000001,United Kingdom,overview,2020-10-26,20890.0,26549.0
K02000001,United Kingdom,overview,2020-10-25,19790.0,15724.0
K02000001,United Kingdom,overview,2020-10-24,23012.0,16241.0
K02000001,United Kingdom,overview,2020-10-23,20530.0,21474.0
K02000001,United Kingdom,overview,2020-10-22,21242.0,23248.0
K02000001,United Kingdom,overview,2020-10-21,26688.0,25451.0
K02000001,United Kingdom,overview,2020-10-20,21331.0,25325.0
K02000001,United Kingdom,overview,2020-10-19,18804.0,25613.0
K02000001,United Kingdom,overview,2020-10-18,16982.0,14192.0
K02000001,United Kingdom,overview,2020-10-17,16171.0,14764.0
K02000001,United Kingdom,overview,2020-10-16,15650.0,17721.0
K02000001,United Kingdom,overview,2020-10-15,18980.0,18440.0
K02000001,United Kingdom,overview,2020-10-14,19724.0,19708.0
K02000001,United Kingdom,overview,2020-10-13,17234.0,18899.0
K02000001,United Kingdom,overview,2020-10-12,13972.0,19445.0
K02000001,United Kingdom,overview,2020-10-11,12872.0,12072.0
K02000001,United Kingdom,overview,2020-10-10,15166.0,12517.0
K02000001,United Kingdom,overview,2020-10-09,13864.0,15727.0
K02000001,United Kingdom,overview,2020-10-08,17540.0,18244.0
K02000001,United Kingdom,overview,2020-10-07,14162.0,18330.0
K02000001,United Kingdom,overview,2020-10-06,14542.0,17060.0
K02000001,United Kingdom,overview,2020-10-05,12594.0,16548.0
K02000001,United Kingdom,overview,2020-10-04,22961.0,11805.0
K02000001,United Kingdom,overview,2020-10-03,12872.0,11545.0
K02000001,United Kingdom,overview,2020-10-02,6968.0,13693.0
K02000001,United Kingdom,overview,2020-10-01,6914.0,13185.0
K02000001,United Kingdom,overview,2020-09-30,7108.0,12557.0
K02000001,United Kingdom,overview,2020-09-29,7143.0,10240.0
K02000001,United Kingdom,overview,2020-09-28,4044.0,9927.0
K02000001,United Kingdom,overview,2020-09-27,5693.0,6971.0
K02000001,United Kingdom,overview,2020-09-26,6042.0,6761.0
