date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2021-01-30,overview,K02000001,United Kingdom,23275,
2021-01-29,overview,K02000001,United Kingdom,29079,
2021-01-28,overview,K02000001,United Kingdom,28680,19298.0
2021-01-27,overview,K02000001,United Kingdom,25308,24980.0
2021-01-26,overview,K02000001,United Kingdom,20089,26725.0
2021-01-25,overview,K02000001,United Kingdom,22195,29756.0
2021-01-24,overview,K02000001,United Kingdom,30004,17153.0
2021-01-23,overview,K02000001,United Kingdom,33552,21822.0
2021-01-22,overview,K02000001,United Kingdom,40261,29564.0
2021-01-21,overview,K02000001,United Kingdom,37892,31716.0
2021-01-20,overview,K02000001,United Kingdom,38905,35139.0
2021-01-19,overview,K02000001,United Kingdom,33355,39505.0
2021-01-18,overview,K02000001,United Kingdom,37535,44802.0
2021-01-17,overview,K02000001,United Kingdom,38598,28869.0
2021-01-16,overview,K02000001,United Kingdom,41346,30541.0
2021-01-15,overview,K02000001,United Kingdom,55761,40427.0
2021-01-14,overview,K02000001,United Kingdom,48682,42406.0
2021-01-13,overview,K02000001,United Kingdom,47525,45437.0
2021-01-12,overview,K02000001,United Kingdom,45533,49429.0
2021-01-11,overview,K02000001,United Kingdom,46169,57166.0
2021-01-10,overview,K02000001,United Kingdom,54940,36359.0
2021-01-09,overview,K02000001,United Kingdom,59937,39082.0
2021-01-08,overview,K02000001,United Kingdom,68053,47015.0
2021-01-07,overview,K02000001,United Kingdom,52618,51961.0
2021-01-06,overview,K02000001,United Kingdom,62322,57370.0
2021-01-05,overview,K02000001,United Kingdom,60916,65054.0
2021-01-04,overview,K02000001,United Kingdom,58784,76120.0
2021-01-03,overview,K02000001,United Kingdom,54990,55178.0
2021-01-02,overview,K02000001,United Kingdom,57725,60393.0
2021-01-01,overview,K02000001,United Kingdom,53285,31836.0
2020-12-31,overview,K02000001,United Kingdom,55892,52795.0
2020-12-30,overview,K02000001,United Kingdom,50023,70794.0
2020-12-29,overview,K02000001,United Kingdom,53135,81540.0
2020-12-28,overview,K02000001,United Kingdom,41385,45604.0
2020-12-27,overview,K02000001,United Kingdom,30501,47755.0
2020-12-26,overview,K02000001,United Kingdom,35691,40362.0
2020-12-25,overview,K02000001,United Kingdom,32725,14181.0
2020-12-24,overview,K02000001,United Kingdom,39877,31845.0
2020-12-23,overview,K02000001,United Kingdom,39237,42286.0
2020-12-22,overview,K02000001,United Kingdom,36804,45675.0
2020-12-21,overview,K02000001,United Kingdom,33364,47387.0
2020-12-20,overview,K02000001,United Kingdom,35928,32471.0
2020-12-19,overview,K02000001,United Kingdom,27052,25151.0
2020-12-18,overview,K02000001,United Kingdom,28507,35847.0
2020-12-17,overview,K02000001,United Kingdom,35383,33901.0
2020-12-16,overview,K02000001,United Kingdom,25161,34937.0
2020-12-15,overview,K02000001,United Kingdom,18450,33875.0
2020-12-14,overview,K02000001,United Kingdom,20263,34730.0
2020-12-13,overview,K02000001,United Kingdom,18447,21987.0
2020-12-12,overview,K02000001,United Kingdom,21502,19365.0
2020-12-11,overview,K02000001,United Kingdom,21672,24093.0
2020-12-10,overview,K02000001,United Kingdom,20964,22625.0
2020-12-09,overview,K02000001,United Kingdom,16578,21650.0
2020-12-08,overview,K02000001,United Kingdom,12282,20804.0
2020-12-07,overview,K02000001,United Kingdom,14718,21346.0
2020-12-06,overview,K02000001,United Kingdom,17272,13608.0
2020-12-05,overview,K02000001,United Kingdom,15539,12778.0
2020-12-04,overview,K02000001,United Kingdom,16298,15687.0
2020-12-03,overview,K02000001,United Kingdom,14879,15654.0
2020-12-02,overview,K02000001,United Kingdom,16170,16456.0
2020-12-01,overview,K02000001,United Kingdom,13430,16457.0
2020-11-30,overview,K02000001,United Kingdom,12330,18035.0
2020-11-29,overview,K02000001,United Kingdom,12155,10692.0
2020-11-28,overview,K02000001,United Kingdom,15871,10963.0
2020-11-27,overview,K02000001,United Kingdom,16022,14388.0
2020-11-26,overview,K02000001,United Kingdom,17555,14572.0
