areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-09-22,34460.0,
K02000001,United Kingdom,overview,2021-09-21,31564.0,7934.0
K02000001,United Kingdom,overview,2021-09-20,36100.0,33304.0
K02000001,United Kingdom,overview,2021-09-19,29612.0,29319.0
K02000001,United Kingdom,overview,2021-09-18,30144.0,25570.0
K02000001,United Kingdom,overview,2021-09-17,32651.0,28910.0
K02000001,United Kingdom,overview,2021-09-16,26911.0,29094.0
K02000001,United Kingdom,overview,2021-09-15,30597.0,29880.0
K02000001,United Kingdom,overview,2021-09-14,26628.0,30874.0
K02000001,United Kingdom,overview,2021-09-13,30825.0,34055.0
K02000001,United Kingdom,overview,2021-09-12,29173.0,23627.0
K02000001,United Kingdom,overview,2021-09-11,29547.0,23164.0
K02000001,United Kingdom,overview,2021-09-10,37622.0,28669.0
K02000001,United Kingdom,overview,2021-09-09,38013.0,33391.0
K02000001,United Kingdom,overview,2021-09-08,38975.0,35220.0
K02000001,United Kingdom,overview,2021-09-07,37489.0,38005.0
K02000001,United Kingdom,overview,2021-09-06,41192.0,44118.0
K02000001,United Kingdom,overview,2021-09-05,37011.0,31235.0
K02000001,United Kingdom,overview,2021-09-04,37578.0,31342.0
K02000001,United Kingdom,overview,2021-09-03,42076.0,37999.0
K02000001,United Kingdom,overview,2021-09-02,38154.0,41577.0
K02000001,United Kingdom,overview,2021-09-01,35693.0,42805.0
K02000001,United Kingdom,overview,2021-08-31,32181.0,44473.0
K02000001,United Kingdom,overview,2021-08-30,26476.0,34152.0
K02000001,United Kingdom,overview,2021-08-29,33196.0,25678.0
K02000001,United Kingdom,overview,2021-08-28,32406.0,27158.0
K02000001,United Kingdom,overview,2021-08-27,38046.0,33158.0
K02000001,United Kingdom,overview,2021-08-26,38281.0,36955.0
K02000001,United Kingdom,overview,2021-08-25,35847.0,38059.0
K02000001,United Kingdom,overview,2021-08-24,30838.0,37009.0
K02000001,United Kingdom,overview,2021-08-23,31914.0,39020.0
K02000001,United Kingdom,overview,2021-08-22,32253.0,28292.0
K02000001,United Kingdom,overview,2021-08-21,32058.0,28085.0
K02000001,United Kingdom,overview,2021-08-20,37314.0,31659.0
K02000001,United Kingdom,overview,2021-08-19,36572.0,35808.0
K02000001,United Kingdom,overview,2021-08-18,33904.0,37997.0
K02000001,United Kingdom,overview,2021-08-17,26852.0,37155.0
K02000001,United Kingdom,overview,2021-08-16,28438.0,36177.0
K02000001,United Kingdom,overview,2021-08-15,26750.0,24907.0
K02000001,United Kingdom,overview,2021-08-14,29520.0,24635.0
K02000001,United Kingdom,overview,2021-08-13,32700.0,28434.0
