date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2020-10-14,overview,K02000001,United Kingdom,19724,
2020-10-13,overview,K02000001,United Kingdom,17234,1164.0
2020-10-12,overview,K02000001,United Kingdom,13972,7702.0
2020-10-11,overview,K02000001,United Kingdom,12872,10263.0
2020-10-10,overview,K02000001,United Kingdom,15166,11539.0
2020-10-09,overview,K02000001,United Kingdom,13864,14904.0
2020-10-08,overview,K02000001,United Kingdom,17540,17831.0
2020-10-07,overview,K02000001,United Kingdom,14162,18226.0
2020-10-06,overview,K02000001,United Kingdom,14542,17004.0
2020-10-05,overview,K02000001,United Kingdom,12594,16473.0
2020-10-04,overview,K02000001,United Kingdom,22961,11777.0
2020-10-03,overview,K02000001,United Kingdom,12872,11522.0
2020-10-02,overview,K02000001,United Kingdom,6968,13639.0
2020-10-01,overview,K02000001,United Kingdom,6914,13140.0
2020-09-30,overview,K02000001,United Kingdom,7108,12508.0
2020-09-29,overview,K02000001,United Kingdom,7143,10235.0
2020-09-28,overview,K02000001,United Kingdom,4044,9916.0
2020-09-27,overview,K02000001,United Kingdom,5693,6961.0
2020-09-26,overview,K02000001,United Kingdom,6042,6743.0
2020-09-25,overview,K02000001,United Kingdom,6874,7241.0
2020-09-24,overview,K02000001,United Kingdom,6634,7603.0
2020-09-23,overview,K02000001,United Kingdom,6178,7047.0
2020-09-22,overview,K02000001,United Kingdom,4926,6411.0
2020-09-21,overview,K02000001,United Kingdom,4368,5588.0
2020-09-20,overview,K02000001,United Kingdom,3899,5313.0
2020-09-19,overview,K02000001,United Kingdom,4422,4864.0
2020-09-18,overview,K02000001,United Kingdom,4322,4964.0
2020-09-17,overview,K02000001,United Kingdom,3395,4635.0
2020-09-16,overview,K02000001,United Kingdom,3991,4371.0
2020-09-15,overview,K02000001,United Kingdom,3105,3554.0
2020-09-14,overview,K02000001,United Kingdom,2621,3389.0
2020-09-13,overview,K02000001,United Kingdom,3330,2147.0
2020-09-12,overview,K02000001,United Kingdom,3497,2673.0
2020-09-11,overview,K02000001,United Kingdom,3539,3289.0
2020-09-10,overview,K02000001,United Kingdom,2919,3600.0
2020-09-09,overview,K02000001,United Kingdom,2659,3330.0
2020-09-08,overview,K02000001,United Kingdom,2460,3303.0
2020-09-07,overview,K02000001,United Kingdom,2948,3862.0
2020-09-06,overview,K02000001,United Kingdom,2988,2445.0
2020-09-05,overview,K02000001,United Kingdom,1813,2546.0
