date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2021-01-02,overview,K02000001,United Kingdom,57725,
2021-01-01,overview,K02000001,United Kingdom,53285,
2020-12-31,overview,K02000001,United Kingdom,55892,
2020-12-30,overview,K02000001,United Kingdom,50023,47492.0
2020-12-29,overview,K02000001,United Kingdom,53135,74510.0
2020-12-28,overview,K02000001,United Kingdom,41385,44751.0
2020-12-27,overview,K02000001,United Kingdom,30501,47352.0
2020-12-26,overview,K02000001,United Kingdom,35691,40238.0
2020-12-25,overview,K02000001,United Kingdom,32725,14150.0
2020-12-24,overview,K02000001,United Kingdom,39877,31765.0
2020-12-23,overview,K02000001,United Kingdom,39237,42214.0
2020-12-22,overview,K02000001,United Kingdom,36804,45545.0
2020-12-21,overview,K02000001,United Kingdom,33364,47335.0
2020-12-20,overview,K02000001,United Kingdom,35928,32465.0
2020-12-19,overview,K02000001,United Kingdom,27052,25143.0
2020-12-18,overview,K02000001,United Kingdom,28507,35841.0
2020-12-17,overview,K02000001,United Kingdom,35383,33861.0
2020-12-16,overview,K02000001,United Kingdom,25161,34857.0
2020-12-15,overview,K02000001,United Kingdom,18450,33848.0
2020-12-14,overview,K02000001,United Kingdom,20263,34698.0
2020-12-13,overview,K02000001,United Kingdom,18447,21999.0
2020-12-12,overview,K02000001,United Kingdom,21502,19357.0
2020-12-11,overview,K02000001,United Kingdom,21672,24096.0
2020-12-10,overview,K02000001,United Kingdom,20964,22635.0
2020-12-09,overview,K02000001,United Kingdom,16578,21653.0
2020-12-08,overview,K02000001,United Kingdom,12282,20801.0
2020-12-07,overview,K02000001,United Kingdom,14718,21356.0
2020-12-06,overview,K02000001,United Kingdom,17272,13609.0
2020-12-05,overview,K02000001,United Kingdom,15539,12775.0
2020-12-04,overview,K02000001,United Kingdom,16298,15662.0
2020-12-03,overview,K02000001,United Kingdom,14879,15636.0
2020-12-02,overview,K02000001,United Kingdom,16170,16445.0
2020-12-01,overview,K02000001,United Kingdom,13430,16455.0
2020-11-30,overview,K02000001,United Kingdom,12330,18017.0
2020-11-29,overview,K02000001,United Kingdom,12155,10682.0
2020-11-28,overview,K02000001,United Kingdom,15871,10960.0
2020-11-27,overview,K02000001,United Kingdom,16022,14378.0
2020-11-26,overview,K02000001,United Kingdom,17555,14587.0
2020-11-25,overview,K02000001,United Kingdom,18213,16614.0
2020-11-24,overview,K02000001,United Kingdom,11299,16464.0
2020-11-23,overview,K02000001,United Kingdom,15450,18764.0
2020-11-22,overview,K02000001,United Kingdom,18662,11740.0
2020-11-21,overview,K02000001,United Kingdom,19875,12348.0
2020-11-20,overview,K02000001,United Kingdom,20252,16853.0
2020-11-19,overview,K02000001,United Kingdom,22915,17751.0
2020-11-18,overview,K02000001,United Kingdom,19609,20750.0
2020-11-17,overview,K02000001,United Kingdom,20051,23162.0
2020-11-16,overview,K02000001,United Kingdom,21363,26571.0
2020-11-15,overview,K02000001,United Kingdom,24962,16032.0
2020-11-14,overview,K02000001,United Kingdom,26860,17997.0
2020-11-13,overview,K02000001,United Kingdom,27301,24036.0
2020-11-12,overview,K02000001,United Kingdom,33470,24452.0
2020-11-11,overview,K02000001,United Kingdom,22950,27352.0
