areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-12-17,93045,
K02000001,United Kingdom,overview,2021-12-16,88376,18761
K02000001,United Kingdom,overview,2021-12-15,78610,76929
K02000001,United Kingdom,overview,2021-12-14,59610,87619
K02000001,United Kingdom,overview,2021-12-13,54661,80025
K02000001,United Kingdom,overview,2021-12-12,48854,50149
K02000001,United Kingdom,overview,2021-12-11,54073,46230
K02000001,United Kingdom,overview,2021-12-10,58194,50195
K02000001,United Kingdom,overview,2021-12-09,50867,54670
K02000001,United Kingdom,overview,2021-12-08,51342,56504
K02000001,United Kingdom,overview,2021-12-07,45691,54257
K02000001,United Kingdom,overview,2021-12-06,51459,57802
K02000001,United Kingdom,overview,2021-12-05,43992,39909
K02000001,United Kingdom,overview,2021-12-04,42848,37795
K02000001,United Kingdom,overview,2021-12-03,50584,44604
K02000001,United Kingdom,overview,2021-12-02,53945,49197
K02000001,United Kingdom,overview,2021-12-01,48374,53552
K02000001,United Kingdom,overview,2021-11-30,39716,54511
K02000001,United Kingdom,overview,2021-11-29,42583,55056
K02000001,United Kingdom,overview,2021-11-28,37681,38898
K02000001,United Kingdom,overview,2021-11-27,39567,32664
K02000001,United Kingdom,overview,2021-11-26,50091,38574
K02000001,United Kingdom,overview,2021-11-25,47240,42534
K02000001,United Kingdom,overview,2021-11-24,43676,45828
K02000001,United Kingdom,overview,2021-11-23,42484,47299
K02000001,United Kingdom,overview,2021-11-22,44917,49785
K02000001,United Kingdom,overview,2021-11-21,40004,36507
K02000001,United Kingdom,overview,2021-11-20,40941,34664
K02000001,United Kingdom,overview,2021-11-19,44242,38922
K02000001,United Kingdom,overview,2021-11-18,46807,43226
K02000001,United Kingdom,overview,2021-11-17,38263,45034
K02000001,United Kingdom,overview,2021-11-16,37243,45443
K02000001,United Kingdom,overview,2021-11-15,39705,49994
K02000001,United Kingdom,overview,2021-11-14,36517,34804
K02000001,United Kingdom,overview,2021-11-13,38351,32329
K02000001,United Kingdom,overview,2021-11-12,40375,37004
K02000001,United Kingdom,overview,2021-11-11,42408,40232
K02000001,United Kingdom,overview,2021-11-10,39329,42095
K02000001,United Kingdom,overview,2021-11-09,33117,41448
K02000001,United Kingdom,overview,2021-11-08,32322,43300
K02000001,United Kingdom,overview,2021-11-07,30305,29984
K02000001,United Kingdom,overview,2021-11-06,30693,26948
K02000001,United Kingdom,overview,2021-11-05,34029,29737
K02000001,United Kingdom,overview,2021-11-04,37269,32352
K02000001,United Kingdom,overview,2021-11-03,41299,35031
K02000001,United Kingdom,overview,2021-11-02,33865,37128
K02000001,United Kingdom,overview,2021-11-01,40077,44207
K02000001,United Kingdom,overview,2021-10-31,38009,34130
K02000001,United Kingdom,overview,2021-10-30,41278,33015
K02000001,United Kingdom,overview,2021-10-29,43467,39535
K02000001,United Kingdom,overview,2021-10-28,39842,40658
K02000001,United Kingdom,overview,2021-10-27,43941,42277
K02000001,United Kingdom,overview,2021-10-26,40954,41415
K02000001,United Kingdom,overview,2021-10-25,36567,46642
K02000001,United Kingdom,overview,2021-10-24,39962,35147
K02000001,United Kingdom,overview,2021-10-23,44985,34542
K02000001,United Kingdom,overview,2021-10-22,49298,39982
K02000001,United Kingdom,overview,2021-10-21,52009,44435
K02000001,United Kingdom,overview,2021-10-20,49139,50827
K02000001,United Kingdom,overview,2021-10-19,43738,51586
K02000001,United Kingdom,overview,2021-10-18,49156,56712
K02000001,United Kingdom,overview,2021-10-17,45140,42982
K02000001,United Kingdom,overview,2021-10-16,43423,37284
K02000001,United Kingdom,overview,2021-10-15,44932,42872
K02000001,United Kingdom,overview,2021-10-14,45066,45633
K02000001,United Kingdom,overview,2021-10-13,42776,46985
K02000001,United Kingdom,overview,2021-10-12,38520,47503
K02000001,United Kingdom,overview,2021-10-11,40224,49461
K02000001,United Kingdom,overview,2021-10-10,34574,35829
K02000001,United Kingdom,overview,2021-10-09,34950,31725
K02000001,United Kingdom,overview,2021-10-08,41765,35009
K02000001,United Kingdom,overview,2021-10-07,40701,37879
K02000001,United Kingdom,overview,2021-10-06,39851,38620
K02000001,United Kingdom,overview,2021-10-05,33869,38620
K02000001,United Kingdom,overview,2021-10-04,35077,43074
K02000001,United Kingdom,overview,2021-10-03,30439,31507
K02000001,United Kingdom,overview,2021-10-02,30301,25900
K02000001,United Kingdom,overview,2021-10-01,35577,28636
K02000001,United Kingdom,overview,2021-09-30,36480,32021
K02000001,United Kingdom,overview,2021-09-29,36722,34297
K02000001,United Kingdom,overview,2021-09-28,34526,35915
K02000001,United Kingdom,overview,2021-09-27,37960,40907
K02000001,United Kingdom,overview,2021-09-26,32417,31519
K02000001,United Kingdom,overview,2021-09-25,32468,28144
K02000001,United Kingdom,overview,2021-09-24,35623,31614
K02000001,United Kingdom,overview,2021-09-23,36710,35218
K02000001,United Kingdom,overview,2021-09-22,34460,36151
K02000001,United Kingdom,overview,2021-09-21,31564,38262
K02000001,United Kingdom,overview,2021-09-20,36100,40114
K02000001,United Kingdom,overview,2021-09-19,29612,30544
K02000001,United Kingdom,overview,2021-09-18,30144,26301
K02000001,United Kingdom,overview,2021-09-17,32651,29065
K02000001,United Kingdom,overview,2021-09-16,26911,29177
K02000001,United Kingdom,overview,2021-09-15,30597,29946
K02000001,United Kingdom,overview,2021-09-14,26628,30937
K02000001,United Kingdom,overview,2021-09-13,30825,34119
K02000001,United Kingdom,overview,2021-09-12,29173,23666
K02000001,United Kingdom,overview,2021-09-11,29547,23210
K02000001,United Kingdom,overview,2021-09-10,37622,28729
K02000001,United Kingdom,overview,2021-09-09,38013,33408
K02000001,United Kingdom,overview,2021-09-08,38975,35238
K02000001,United Kingdom,overview,2021-09-07,37489,38017
K02000001,United Kingdom,overview,2021-09-06,41192,44143
K02000001,United Kingdom,overview,2021-09-05,37011,31262
K02000001,United Kingdom,overview,2021-09-04,37578,31359
K02000001,United Kingdom,overview,2021-09-03,42076,38018
K02000001,United Kingdom,overview,2021-09-02,38154,41623
K02000001,United Kingdom,overview,2021-09-01,35693,42831
K02000001,United Kingdom,overview,2021-08-31,32181,44468
K02000001,United Kingdom,overview,2021-08-30,26476,34170
