areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-05-30,3240.0,
K02000001,United Kingdom,overview,2021-05-29,3398.0,
K02000001,United Kingdom,overview,2021-05-28,4182.0,
K02000001,United Kingdom,overview,2021-05-27,3542.0,3532.0
K02000001,United Kingdom,overview,2021-05-26,3180.0,3757.0
K02000001,United Kingdom,overview,2021-05-25,2493.0,3262.0
K02000001,United Kingdom,overview,2021-05-24,2439.0,3212.0
K02000001,United Kingdom,overview,2021-05-23,2235.0,2224.0
K02000001,United Kingdom,overview,2021-05-22,2694.0,1929.0
K02000001,United Kingdom,overview,2021-05-21,2829.0,2282.0
K02000001,United Kingdom,overview,2021-05-20,2874.0,2429.0
K02000001,United Kingdom,overview,2021-05-19,2696.0,2711.0
K02000001,United Kingdom,overview,2021-05-18,2412.0,2704.0
K02000001,United Kingdom,overview,2021-05-17,1979.0,2757.0
K02000001,United Kingdom,overview,2021-05-16,1926.0,1853.0
K02000001,United Kingdom,overview,2021-05-15,2027.0,1572.0
K02000001,United Kingdom,overview,2021-05-14,2193.0,1846.0
K02000001,United Kingdom,overview,2021-05-13,2657.0,2089.0
K02000001,United Kingdom,overview,2021-05-12,2284.0,2228.0
K02000001,United Kingdom,overview,2021-05-11,2474.0,2196.0
K02000001,United Kingdom,overview,2021-05-10,2357.0,2644.0
K02000001,United Kingdom,overview,2021-05-09,1770.0,2167.0
K02000001,United Kingdom,overview,2021-05-08,2047.0,1510.0
K02000001,United Kingdom,overview,2021-05-07,2490.0,1862.0
K02000001,United Kingdom,overview,2021-05-06,2613.0,2153.0
K02000001,United Kingdom,overview,2021-05-05,2144.0,2389.0
K02000001,United Kingdom,overview,2021-05-04,1946.0,2399.0
K02000001,United Kingdom,overview,2021-05-03,1649.0,1971.0
K02000001,United Kingdom,overview,2021-05-02,1671.0,1420.0
K02000001,United Kingdom,overview,2021-05-01,1907.0,1351.0
K02000001,United Kingdom,overview,2021-04-30,2381.0,1699.0
K02000001,United Kingdom,overview,2021-04-29,2445.0,2083.0
K02000001,United Kingdom,overview,2021-04-28,2166.0,2361.0
K02000001,United Kingdom,overview,2021-04-27,2685.0,2060.0
K02000001,United Kingdom,overview,2021-04-26,2064.0,2436.0
K02000001,United Kingdom,overview,2021-04-25,1712.0,1992.0
K02000001,United Kingdom,overview,2021-04-24,2061.0,1463.0
K02000001,United Kingdom,overview,2021-04-23,2678.0,1887.0
K02000001,United Kingdom,overview,2021-04-22,2729.0,2244.0
K02000001,United Kingdom,overview,2021-04-21,2396.0,2536.0
K02000001,United Kingdom,overview,2021-04-20,2524.0,2361.0
K02000001,United Kingdom,overview,2021-04-19,2963.0,2596.0
K02000001,United Kingdom,overview,2021-04-18,1882.0,2435.0
K02000001,United Kingdom,overview,2021-04-17,2206.0,1631.0
K02000001,United Kingdom,overview,2021-04-16,2596.0,2189.0
K02000001,United Kingdom,overview,2021-04-15,2672.0,2184.0
K02000001,United Kingdom,overview,2021-04-14,2491.0,2396.0
K02000001,United Kingdom,overview,2021-04-13,2472.0,2333.0
K02000001,United Kingdom,overview,2021-04-12,3568.0,2702.0
K02000001,United Kingdom,overview,2021-04-11,1730.0,2250.0
K02000001,United Kingdom,overview,2021-04-10,2589.0,2258.0
K02000001,United Kingdom,overview,2021-04-09,3150.0,2783.0
K02000001,United Kingdom,overview,2021-04-08,3030.0,2980.0
K02000001,United Kingdom,overview,2021-04-07,2763.0,3077.0
K02000001,United Kingdom,overview,2021-04-06,2379.0,3115.0
K02000001,United Kingdom,overview,2021-04-05,2762.0,2614.0
K02000001,United Kingdom,overview,2021-04-04,2297.0,2294.0
K02000001,United Kingdom,overview,2021-04-03,3423.0,2404.0
K02000001,United Kingdom,overview,2021-04-02,3402.0,2624.0
K02000001,United Kingdom,overview,2021-04-01,4479.0,3472.0
K02000001,United Kingdom,overview,2021-03-31,4052.0,3759.0
K02000001,United Kingdom,overview,2021-03-30,4040.0,3594.0
K02000001,United Kingdom,overview,2021-03-29,4654.0,3979.0
K02000001,United Kingdom,overview,2021-03-28,3862.0,4649.0
K02000001,United Kingdom,overview,2021-03-27,4715.0,3537.0
K02000001,United Kingdom,overview,2021-03-26,6187.0,4385.0
K02000001,United Kingdom,overview,2021-03-25,6397.0,5393.0
K02000001,United Kingdom,overview,2021-03-24,5605.0,6006.0
K02000001,United Kingdom,overview,2021-03-23,5379.0,5253.0
K02000001,United Kingdom,overview,2021-03-22,5342.0,6197.0
K02000001,United Kingdom,overview,2021-03-21,5312.0,5234.0
K02000001,United Kingdom,overview,2021-03-20,5587.0,4099.0
K02000001,United Kingdom,overview,2021-03-19,4802.0,4995.0
K02000001,United Kingdom,overview,2021-03-18,6303.0,5473.0
K02000001,United Kingdom,overview,2021-03-17,5758.0,5778.0
K02000001,United Kingdom,overview,2021-03-16,5294.0,5674.0
K02000001,United Kingdom,overview,2021-03-15,5089.0,6505.0
K02000001,United Kingdom,overview,2021-03-14,4618.0,4300.0
K02000001,United Kingdom,overview,2021-03-13,5534.0,4239.0
K02000001,United Kingdom,overview,2021-03-12,6609.0,5585.0
K02000001,United Kingdom,overview,2021-03-11,6753.0,5771.0
K02000001,United Kingdom,overview,2021-03-10,5926.0,6035.0
K02000001,United Kingdom,overview,2021-03-09,5766.0,6222.0
K02000001,United Kingdom,overview,2021-03-08,4712.0,6640.0
K02000001,United Kingdom,overview,2021-03-07,5177.0,4272.0
K02000001,United Kingdom,overview,2021-03-06,6040.0,4494.0
K02000001,United Kingdom,overview,2021-03-05,5947.0,5299.0
K02000001,United Kingdom,overview,2021-03-04,6573.0,5717.0
K02000001,United Kingdom,overview,2021-03-03,6385.0,5965.0
K02000001,United Kingdom,overview,2021-03-02,6391.0,6651.0
K02000001,United Kingdom,overview,2021-03-01,5455.0,6876.0
K02000001,United Kingdom,overview,2021-02-28,6035.0,4709.0
K02000001,United Kingdom,overview,2021-02-27,7434.0,4815.0
K02000001,United Kingdom,overview,2021-02-26,8523.0,6568.0
K02000001,United Kingdom,overview,2021-02-25,9985.0,7713.0
K02000001,United Kingdom,overview,2021-02-24,9938.0,8535.0
K02000001,United Kingdom,overview,2021-02-23,8489.0,9383.0
K02000001,United Kingdom,overview,2021-02-22,10641.0,11241.0
K02000001,United Kingdom,overview,2021-02-21,9834.0,7869.0
K02000001,United Kingdom,overview,2021-02-20,10406.0,8048.0
K02000001,United Kingdom,overview,2021-02-19,12027.0,10380.0
K02000001,United Kingdom,overview,2021-02-18,12057.0,11403.0
K02000001,United Kingdom,overview,2021-02-17,12718.0,11561.0
K02000001,United Kingdom,overview,2021-02-16,10625.0,12477.0
K02000001,United Kingdom,overview,2021-02-15,9765.0,14262.0
K02000001,United Kingdom,overview,2021-02-14,10972.0,8753.0
K02000001,United Kingdom,overview,2021-02-13,13308.0,8755.0
K02000001,United Kingdom,overview,2021-02-12,15144.0,12151.0
K02000001,United Kingdom,overview,2021-02-11,13494.0,12740.0
K02000001,United Kingdom,overview,2021-02-10,13013.0,13479.0
K02000001,United Kingdom,overview,2021-02-09,12364.0,13792.0
K02000001,United Kingdom,overview,2021-02-08,14104.0,15694.0
K02000001,United Kingdom,overview,2021-02-07,15845.0,11357.0
K02000001,United Kingdom,overview,2021-02-06,18262.0,11968.0
K02000001,United Kingdom,overview,2021-02-05,19114.0,15842.0
K02000001,United Kingdom,overview,2021-02-04,20634.0,17952.0
K02000001,United Kingdom,overview,2021-02-03,19202.0,19394.0
K02000001,United Kingdom,overview,2021-02-02,16840.0,19752.0
K02000001,United Kingdom,overview,2021-02-01,18607.0,22339.0
K02000001,United Kingdom,overview,2021-01-31,21088.0,15371.0
K02000001,United Kingdom,overview,2021-01-30,23275.0,16668.0
K02000001,United Kingdom,overview,2021-01-29,29079.0,21768.0
K02000001,United Kingdom,overview,2021-01-28,28680.0,24137.0
K02000001,United Kingdom,overview,2021-01-27,25308.0,25668.0
K02000001,United Kingdom,overview,2021-01-26,20089.0,26966.0
K02000001,United Kingdom,overview,2021-01-25,22195.0,29902.0
K02000001,United Kingdom,overview,2021-01-24,30004.0,17157.0
K02000001,United Kingdom,overview,2021-01-23,33552.0,21822.0
K02000001,United Kingdom,overview,2021-01-22,40261.0,29526.0
K02000001,United Kingdom,overview,2021-01-21,37892.0,31661.0
K02000001,United Kingdom,overview,2021-01-20,38905.0,35091.0
K02000001,United Kingdom,overview,2021-01-19,33355.0,39464.0
K02000001,United Kingdom,overview,2021-01-18,37535.0,44765.0
K02000001,United Kingdom,overview,2021-01-17,38598.0,28841.0
K02000001,United Kingdom,overview,2021-01-16,41346.0,30526.0
K02000001,United Kingdom,overview,2021-01-15,55761.0,40401.0
K02000001,United Kingdom,overview,2021-01-14,48682.0,42368.0
K02000001,United Kingdom,overview,2021-01-13,47525.0,45377.0
K02000001,United Kingdom,overview,2021-01-12,45533.0,49376.0
K02000001,United Kingdom,overview,2021-01-11,46169.0,57094.0
K02000001,United Kingdom,overview,2021-01-10,54940.0,36337.0
K02000001,United Kingdom,overview,2021-01-09,59937.0,39083.0
K02000001,United Kingdom,overview,2021-01-08,68053.0,47007.0
K02000001,United Kingdom,overview,2021-01-07,52618.0,51928.0
K02000001,United Kingdom,overview,2021-01-06,62322.0,57384.0
K02000001,United Kingdom,overview,2021-01-05,60916.0,65096.0
K02000001,United Kingdom,overview,2021-01-04,58784.0,76150.0
K02000001,United Kingdom,overview,2021-01-03,54990.0,55168.0
K02000001,United Kingdom,overview,2021-01-02,57725.0,60389.0
K02000001,United Kingdom,overview,2021-01-01,53285.0,31846.0
K02000001,United Kingdom,overview,2020-12-31,55892.0,52793.0
K02000001,United Kingdom,overview,2020-12-30,50023.0,70796.0
K02000001,United Kingdom,overview,2020-12-29,53135.0,81525.0
K02000001,United Kingdom,overview,2020-12-28,41385.0,45596.0
K02000001,United Kingdom,overview,2020-12-27,30501.0,47730.0
K02000001,United Kingdom,overview,2020-12-26,35691.0,40370.0
K02000001,United Kingdom,overview,2020-12-25,32725.0,14178.0
K02000001,United Kingdom,overview,2020-12-24,39877.0,31821.0
K02000001,United Kingdom,overview,2020-12-23,39237.0,42192.0
K02000001,United Kingdom,overview,2020-12-22,36804.0,45658.0
K02000001,United Kingdom,overview,2020-12-21,33364.0,47380.0
K02000001,United Kingdom,overview,2020-12-20,35928.0,32459.0
K02000001,United Kingdom,overview,2020-12-19,27052.0,25145.0
K02000001,United Kingdom,overview,2020-12-18,28507.0,35833.0
K02000001,United Kingdom,overview,2020-12-17,35383.0,33890.0
K02000001,United Kingdom,overview,2020-12-16,25161.0,34931.0
K02000001,United Kingdom,overview,2020-12-15,18450.0,33846.0
K02000001,United Kingdom,overview,2020-12-14,20263.0,34726.0
K02000001,United Kingdom,overview,2020-12-13,18447.0,21981.0
K02000001,United Kingdom,overview,2020-12-12,21502.0,19366.0
K02000001,United Kingdom,overview,2020-12-11,21672.0,24085.0
K02000001,United Kingdom,overview,2020-12-10,20964.0,22611.0
K02000001,United Kingdom,overview,2020-12-09,16578.0,21616.0
K02000001,United Kingdom,overview,2020-12-08,12282.0,20789.0
K02000001,United Kingdom,overview,2020-12-07,14718.0,21335.0
K02000001,United Kingdom,overview,2020-12-06,17272.0,13579.0
K02000001,United Kingdom,overview,2020-12-05,15539.0,12740.0
K02000001,United Kingdom,overview,2020-12-04,16298.0,15656.0
K02000001,United Kingdom,overview,2020-12-03,14879.0,15647.0
K02000001,United Kingdom,overview,2020-12-02,16170.0,16477.0
K02000001,United Kingdom,overview,2020-12-01,13430.0,16456.0
K02000001,United Kingdom,overview,2020-11-30,12330.0,18013.0
K02000001,United Kingdom,overview,2020-11-29,12155.0,10685.0
K02000001,United Kingdom,overview,2020-11-28,15871.0,10968.0
K02000001,United Kingdom,overview,2020-11-27,16022.0,14377.0
K02000001,United Kingdom,overview,2020-11-26,17555.0,14582.0
K02000001,United Kingdom,overview,2020-11-25,18213.0,16618.0
K02000001,United Kingdom,overview,2020-11-24,11299.0,16450.0
K02000001,United Kingdom,overview,2020-11-23,15450.0,18777.0
K02000001,United Kingdom,overview,2020-11-22,18662.0,11740.0
K02000001,United Kingdom,overview,2020-11-21,19875.0,12360.0
K02000001,United Kingdom,overview,2020-11-20,20252.0,16856.0
K02000001,United Kingdom,overview,2020-11-19,22915.0,17761.0
K02000001,United Kingdom,overview,2020-11-18,19609.0,20764.0
K02000001,United Kingdom,overview,2020-11-17,20051.0,23167.0
K02000001,United Kingdom,overview,2020-11-16,21363.0,26576.0
K02000001,United Kingdom,overview,2020-11-15,24962.0,16036.0
K02000001,United Kingdom,overview,2020-11-14,26860.0,18005.0
K02000001,United Kingdom,overview,2020-11-13,27301.0,24040.0
K02000001,United Kingdom,overview,2020-11-12,33470.0,24475.0
K02000001,United Kingdom,overview,2020-11-11,22950.0,27355.0
K02000001,United Kingdom,overview,2020-11-10,20412.0,27412.0
K02000001,United Kingdom,overview,2020-11-09,21350.0,31049.0
K02000001,United Kingdom,overview,2020-11-08,20572.0,19958.0
K02000001,United Kingdom,overview,2020-11-07,24957.0,18530.0
K02000001,United Kingdom,overview,2020-11-06,23287.0,23333.0
K02000001,United Kingdom,overview,2020-11-05,24141.0,23752.0
K02000001,United Kingdom,overview,2020-11-04,25177.0,23683.0
K02000001,United Kingdom,overview,2020-11-03,20018.0,25600.0
K02000001,United Kingdom,overview,2020-11-02,18950.0,31509.0
K02000001,United Kingdom,overview,2020-11-01,23254.0,15753.0
K02000001,United Kingdom,overview,2020-10-31,21915.0,16483.0
K02000001,United Kingdom,overview,2020-10-30,24405.0,22682.0
K02000001,United Kingdom,overview,2020-10-29,23065.0,23358.0
K02000001,United Kingdom,overview,2020-10-28,24701.0,23614.0
K02000001,United Kingdom,overview,2020-10-27,22885.0,24100.0
