areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2021-10-25,36567.0,
K02000001,United Kingdom,overview,2021-10-24,39962.0,
K02000001,United Kingdom,overview,2021-10-23,44985.0,
K02000001,United Kingdom,overview,2021-10-22,49298.0,36280.0
K02000001,United Kingdom,overview,2021-10-21,52009.0,41851.0
K02000001,United Kingdom,overview,2021-10-20,49139.0,50307.0
K02000001,United Kingdom,overview,2021-10-19,43738.0,51308.0
K02000001,United Kingdom,overview,2021-10-18,49156.0,56539.0
K02000001,United Kingdom,overview,2021-10-17,45140.0,42929.0
K02000001,United Kingdom,overview,2021-10-16,43423.0,37211.0
K02000001,United Kingdom,overview,2021-10-15,44932.0,42785.0
K02000001,United Kingdom,overview,2021-10-14,45066.0,45558.0
K02000001,United Kingdom,overview,2021-10-13,42776.0,46926.0
K02000001,United Kingdom,overview,2021-10-12,38520.0,47446.0
K02000001,United Kingdom,overview,2021-10-11,40224.0,49395.0
K02000001,United Kingdom,overview,2021-10-10,34574.0,35790.0
K02000001,United Kingdom,overview,2021-10-09,34950.0,31679.0
K02000001,United Kingdom,overview,2021-10-08,41765.0,34970.0
K02000001,United Kingdom,overview,2021-10-07,40701.0,37855.0
K02000001,United Kingdom,overview,2021-10-06,39851.0,38577.0
K02000001,United Kingdom,overview,2021-10-05,33869.0,38587.0
K02000001,United Kingdom,overview,2021-10-04,35077.0,43029.0
K02000001,United Kingdom,overview,2021-10-03,30439.0,31476.0
K02000001,United Kingdom,overview,2021-10-02,30301.0,25880.0
K02000001,United Kingdom,overview,2021-10-01,35577.0,28602.0
K02000001,United Kingdom,overview,2021-09-30,36480.0,32010.0
K02000001,United Kingdom,overview,2021-09-29,36722.0,34299.0
K02000001,United Kingdom,overview,2021-09-28,34526.0,35921.0
K02000001,United Kingdom,overview,2021-09-27,37960.0,40910.0
K02000001,United Kingdom,overview,2021-09-26,32417.0,31517.0
K02000001,United Kingdom,overview,2021-09-25,32468.0,27856.0
K02000001,United Kingdom,overview,2021-09-24,35623.0,31599.0
K02000001,United Kingdom,overview,2021-09-23,36710.0,35215.0
K02000001,United Kingdom,overview,2021-09-22,34460.0,36155.0
K02000001,United Kingdom,overview,2021-09-21,31564.0,38264.0
K02000001,United Kingdom,overview,2021-09-20,36100.0,40110.0
K02000001,United Kingdom,overview,2021-09-19,29612.0,30544.0
K02000001,United Kingdom,overview,2021-09-18,30144.0,26306.0
K02000001,United Kingdom,overview,2021-09-17,32651.0,29060.0
K02000001,United Kingdom,overview,2021-09-16,26911.0,29179.0
K02000001,United Kingdom,overview,2021-09-15,30597.0,29946.0
K02000001,United Kingdom,overview,2021-09-14,26628.0,30941.0
K02000001,United Kingdom,overview,2021-09-13,30825.0,34126.0
K02000001,United Kingdom,overview,2021-09-12,29173.0,23668.0
K02000001,United Kingdom,overview,2021-09-11,29547.0,23204.0
K02000001,United Kingdom,overview,2021-09-10,37622.0,28730.0
K02000001,United Kingdom,overview,2021-09-09,38013.0,33410.0
K02000001,United Kingdom,overview,2021-09-08,38975.0,35231.0
K02000001,United Kingdom,overview,2021-09-07,37489.0,38019.0
K02000001,United Kingdom,overview,2021-09-06,41192.0,44149.0
K02000001,United Kingdom,overview,2021-09-05,37011.0,31256.0
K02000001,United Kingdom,overview,2021-09-04,37578.0,31363.0
K02000001,United Kingdom,overview,2021-09-03,42076.0,38026.0
K02000001,United Kingdom,overview,2021-09-02,38154.0,41625.0
