date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate
2020-12-24,overview,K02000001,United Kingdom,39036,
2020-12-23,overview,K02000001,United Kingdom,39237,
2020-12-22,overview,K02000001,United Kingdom,36804,18764.0
2020-12-21,overview,K02000001,United Kingdom,33364,34126.0
2020-12-20,overview,K02000001,United Kingdom,35928,30607.0
2020-12-19,overview,K02000001,United Kingdom,27052,24543.0
2020-12-18,overview,K02000001,United Kingdom,28507,35659.0
2020-12-17,overview,K02000001,United Kingdom,35383,33826.0
2020-12-16,overview,K02000001,United Kingdom,25161,34815.0
2020-12-15,overview,K02000001,United Kingdom,18450,33830.0
2020-12-14,overview,K02000001,United Kingdom,20263,34692.0
2020-12-13,overview,K02000001,United Kingdom,18447,22002.0
2020-12-12,overview,K02000001,United Kingdom,21502,19354.0
2020-12-11,overview,K02000001,United Kingdom,21672,24081.0
2020-12-10,overview,K02000001,United Kingdom,20964,22631.0
2020-12-09,overview,K02000001,United Kingdom,16578,21640.0
2020-12-08,overview,K02000001,United Kingdom,12282,20803.0
2020-12-07,overview,K02000001,United Kingdom,14718,21353.0
2020-12-06,overview,K02000001,United Kingdom,17272,13606.0
2020-12-05,overview,K02000001,United Kingdom,15539,12769.0
2020-12-04,overview,K02000001,United Kingdom,16298,15661.0
2020-12-03,overview,K02000001,United Kingdom,14879,15631.0
2020-12-02,overview,K02000001,United Kingdom,16170,16424.0
2020-12-01,overview,K02000001,United Kingdom,13430,16443.0
2020-11-30,overview,K02000001,United Kingdom,12330,18002.0
2020-11-29,overview,K02000001,United Kingdom,12155,10689.0
2020-11-28,overview,K02000001,United Kingdom,15871,10951.0
2020-11-27,overview,K02000001,United Kingdom,16022,14365.0
2020-11-26,overview,K02000001,United Kingdom,17555,14568.0
2020-11-25,overview,K02000001,United Kingdom,18213,16608.0
2020-11-24,overview,K02000001,United Kingdom,11299,16447.0
2020-11-23,overview,K02000001,United Kingdom,15450,18742.0
2020-11-22,overview,K02000001,United Kingdom,18662,11735.0
2020-11-21,overview,K02000001,United Kingdom,19875,12350.0
2020-11-20,overview,K02000001,United Kingdom,20252,16850.0
2020-11-19,overview,K02000001,United Kingdom,22915,17746.0
2020-11-18,overview,K02000001,United Kingdom,19609,20760.0
2020-11-17,overview,K02000001,United Kingdom,20051,23171.0
2020-11-16,overview,K02000001,United Kingdom,21363,26566.0
2020-11-15,overview,K02000001,United Kingdom,24962,16030.0
2020-11-14,overview,K02000001,United Kingdom,26860,18001.0
2020-11-13,overview,K02000001,United Kingdom,27301,24037.0
2020-11-12,overview,K02000001,United Kingdom,33470,24458.0
2020-11-11,overview,K02000001,United Kingdom,22950,27354.0
2020-11-10,overview,K02000001,United Kingdom,20412,27416.0
2020-11-09,overview,K02000001,United Kingdom,21350,31043.0
2020-11-08,overview,K02000001,United Kingdom,20572,19953.0
2020-11-07,overview,K02000001,United Kingdom,24957,18527.0
2020-11-06,overview,K02000001,United Kingdom,23287,23318.0
2020-11-05,overview,K02000001,United Kingdom,24141,23743.0
2020-11-04,overview,K02000001,United Kingdom,25177,23680.0
2020-11-03,overview,K02000001,United Kingdom,20018,25583.0
2020-11-02,overview,K02000001,United Kingdom,18950,31518.0
2020-11-01,overview,K02000001,United Kingdom,23254,15753.0
2020-10-31,overview,K02000001,United Kingdom,21915,16499.0
2020-10-30,overview,K02000001,United Kingdom,24405,22683.0
2020-10-29,overview,K02000001,United Kingdom,23065,23353.0
2020-10-28,overview,K02000001,United Kingdom,24701,23619.0
2020-10-27,overview,K02000001,United Kingdom,22885,24108.0
2020-10-26,overview,K02000001,United Kingdom,20890,26546.0
2020-10-25,overview,K02000001,United Kingdom,19790,15722.0
2020-10-24,overview,K02000001,United Kingdom,23012,16242.0
2020-10-23,overview,K02000001,United Kingdom,20530,21498.0
2020-10-22,overview,K02000001,United Kingdom,21242,23257.0
2020-10-21,overview,K02000001,United Kingdom,26688,25465.0
2020-10-20,overview,K02000001,United Kingdom,21331,25323.0
2020-10-19,overview,K02000001,United Kingdom,18804,25602.0
2020-10-18,overview,K02000001,United Kingdom,16982,14179.0
2020-10-17,overview,K02000001,United Kingdom,16171,14769.0
2020-10-16,overview,K02000001,United Kingdom,15650,17716.0
2020-10-15,overview,K02000001,United Kingdom,18980,18432.0
2020-10-14,overview,K02000001,United Kingdom,19724,19702.0
2020-10-13,overview,K02000001,United Kingdom,17234,18899.0
2020-10-12,overview,K02000001,United Kingdom,13972,19449.0
2020-10-11,overview,K02000001,United Kingdom,12872,12069.0
2020-10-10,overview,K02000001,United Kingdom,15166,12515.0
2020-10-09,overview,K02000001,United Kingdom,13864,15732.0
2020-10-08,overview,K02000001,United Kingdom,17540,18254.0
2020-10-07,overview,K02000001,United Kingdom,14162,18341.0
2020-10-06,overview,K02000001,United Kingdom,14542,17071.0
2020-10-05,overview,K02000001,United Kingdom,12594,16558.0
2020-10-04,overview,K02000001,United Kingdom,22961,11804.0
2020-10-03,overview,K02000001,United Kingdom,12872,11557.0
2020-10-02,overview,K02000001,United Kingdom,6968,13699.0
2020-10-01,overview,K02000001,United Kingdom,6914,13190.0
2020-09-30,overview,K02000001,United Kingdom,7108,12562.0
2020-09-29,overview,K02000001,United Kingdom,7143,10251.0
2020-09-28,overview,K02000001,United Kingdom,4044,9931.0
2020-09-27,overview,K02000001,United Kingdom,5693,6976.0
2020-09-26,overview,K02000001,United Kingdom,6042,6760.0
2020-09-25,overview,K02000001,United Kingdom,6874,7254.0
2020-09-24,overview,K02000001,United Kingdom,6634,7612.0
2020-09-23,overview,K02000001,United Kingdom,6178,7063.0
2020-09-22,overview,K02000001,United Kingdom,4926,6421.0
2020-09-21,overview,K02000001,United Kingdom,4368,5603.0
2020-09-20,overview,K02000001,United Kingdom,3899,5323.0
2020-09-19,overview,K02000001,United Kingdom,4422,4860.0
2020-09-18,overview,K02000001,United Kingdom,4322,4959.0
2020-09-17,overview,K02000001,United Kingdom,3395,4637.0
2020-09-16,overview,K02000001,United Kingdom,3991,4373.0
2020-09-15,overview,K02000001,United Kingdom,3105,3555.0
2020-09-14,overview,K02000001,United Kingdom,2621,3398.0
2020-09-13,overview,K02000001,United Kingdom,3330,2146.0
2020-09-12,overview,K02000001,United Kingdom,3497,2676.0
2020-09-11,overview,K02000001,United Kingdom,3539,3293.0
2020-09-10,overview,K02000001,United Kingdom,2919,3599.0
2020-09-09,overview,K02000001,United Kingdom,2659,3331.0
2020-09-08,overview,K02000001,United Kingdom,2460,3308.0
2020-09-07,overview,K02000001,United Kingdom,2948,3863.0
2020-09-06,overview,K02000001,United Kingdom,2988,2451.0
2020-09-05,overview,K02000001,United Kingdom,1813,2545.0
