2020-10-24,12846
2020-10-25,11243
2020-10-26,16244
2020-10-27,17212
2020-10-28,18653
2020-10-29,17866
2020-10-30,18489
2020-10-31,14490
2020-11-01,13455
2020-11-02,19317
2020-11-03,19127
2020-11-04,19528
2020-11-05,19155
2020-11-06,19244
2020-11-07,15821
2020-11-08,12362
2020-11-09,18782
2020-11-10,19189
2020-11-11,20370
2020-11-12,20346
2020-11-13,20253
2020-11-14,15757
2020-11-15,11976
2020-11-16,18438
2020-11-17,19337
2020-11-18,20833
2020-11-19,20591
2020-11-20,20216
2020-11-21,14488
2020-11-22,11374
2020-11-23,17791
2020-11-24,18254
2020-11-25,19734
2020-11-26,19480
2020-11-27,19091
2020-11-28,15683
2020-11-29,11665
2020-11-30,17967
2020-12-01,19768
2020-12-02,21537
2020-12-03,23211
2020-12-04,22413
2020-12-05,18191
2020-12-06,15115
2020-12-07,22383
2020-12-08,24331
2020-12-09,25812
2020-12-10,26985
2020-12-11,26286
2020-12-12,22127
2020-12-13,16886
2020-12-14,24668
2020-12-15,26082
2020-12-16,28184
2020-12-17,27833
2020-12-18,26967
2020-12-19,21026
2020-12-20,17090
2020-12-21,22455
2020-12-22,24617
2020-12-23,27039
2020-12-24,19785
2020-12-25,14568
2020-12-26,14957
2020-12-27,14286
2020-12-28,20258
2020-12-29,22579
2020-12-30,23925
2020-12-31,17450
2021-01-01,13028
2021-01-02,13943
2021-01-03,13400
2021-01-04,18567
2021-01-05,21841
2021-01-06,21369
2021-01-07,20283
2021-01-08,20319
2021-01-09,15141
2021-01-10,11140
2021-01-11,15895
2021-01-12,18531
2021-01-13,19241
2021-01-14,17087
2021-01-15,16314
2021-01-16,13177
2021-01-17,9574
2021-01-18,13105
2021-01-19,15730
2021-01-20,16114
2021-01-21,14183
2021-01-22,13398
2021-01-23,11041
2021-01-24,7611
2021-01-25,10231
2021-01-26,13112
2021-01-27,12663
2021-01-28,11336
2021-01-29,11249
2021-01-30,9522
2021-01-31,6221
2021-02-01,8798
2021-02-02,10420
2021-02-03,10957
2021-02-04,9570
2021-02-05,8953
2021-02-06,7715
2021-02-07,4940
2021-02-08,6801
2021-02-09,8065
2021-02-10,8596
2021-02-11,7842
2021-02-12,8003
2021-02-13,6291
2021-02-14,5298
2021-02-15,7131
2021-02-16,8374
2021-02-17,8848
2021-02-18,8435
2021-02-19,8403
2021-02-20,7844
2021-02-21,5275
2021-02-22,7449
2021-02-23,9059
2021-02-24,9207
2021-02-25,8465
2021-02-26,8854
2021-02-27,7790
2021-02-28,5792
2021-03-01,7987
2021-03-02,9555
2021-03-03,9825
2021-03-04,9243
2021-03-05,9505
2021-03-06,8608
2021-03-07,6534
2021-03-08,9226
2021-03-09,11190
2021-03-10,12595
2021-03-11,12253
2021-03-12,12637
2021-03-13,11500
2021-03-14,8935
2021-03-15,12193
2021-03-16,14904
2021-03-17,16387
2021-03-18,15042
2021-03-19,15245
2021-03-20,14051
2021-03-21,10771
2021-03-22,14866
2021-03-23,18107
2021-03-24,19766
2021-03-25,19157
2021-03-26,18359
2021-03-27,15614
2021-03-28,11053
2021-03-29,15377
2021-03-30,17890
2021-03-31,19554
2021-04-01,19424
2021-04-02,15791
2021-04-03,13064
2021-04-04,11353
2021-04-05,12462
2021-04-06,15929
2021-04-07,20822
2021-04-08,21867
2021-04-09,20696
2021-04-10,18439
2021-04-11,13127
2021-04-12,17951
2021-04-13,22495
2021-04-14,23762
2021-04-15,21585
2021-04-16,21798
2021-04-17,18475
2021-04-18,14436
2021-04-19,18836
2021-04-20,24127
2021-04-21,24695
2021-04-22,22217
2021-04-23,21335
2021-04-24,17905
2021-04-25,12730
2021-04-26,16679
2021-04-27,20296
2021-04-28,20795
2021-04-29,17967
2021-04-30,17407
2021-05-01,14911
2021-05-02,10012
2021-05-03,13054
2021-05-04,16963
2021-05-05,16764
2021-05-06,14295
2021-05-07,13373
2021-05-08,11169
2021-05-09,7618
2021-05-10,9830
2021-05-11,12561
2021-05-12,12432
2021-05-13,8317
2021-05-14,7694
2021-05-15,7896
2021-05-16,5555
2021-05-17,6605
2021-05-18,9030
2021-05-19,8268
2021-05-20,6453
2021-05-21,5858
2021-05-22,4602
2021-05-23,2125
2021-05-24,2080
2021-05-25,2840
2021-05-26,4276
2021-05-27,3672
